category_large,category_medium,category_small,recommendation_fit,physical_activity,mental_activity,gender_work,price,obstacle,collective,time_consuming,weather_affected,health,growth,creativity,period,generation,season,feeling,classification
성장,자기개발,선물 옵션 이용해보기,0,0,2,0,0,1,1,1,0,0,2,1,1,0,0,0,0
성장,자기개발,풋 옵션 이용해보기,0,0,2,0,0,1,1,1,0,0,2,1,1,0,0,0,0
성장,자기개발,코인 매수하기,0,0,4,0,3,2,1,1,0,0,0,1,4,5,0,0,0
성장,자기개발,코인 매도하기,0,0,4,0,3,2,1,1,0,0,0,1,4,5,0,0,0
성장,자기개발,경제 서적 읽기,1,0,2,0,2,1,1,3,0,0,2,0,1,0,0,0,0
성장,자기개발,자유영 배우기,1,4,0,0,3,3,0,2,0,0,2,0,2,0,0,0,3
성장,자기개발,배영 배우기,1,4,0,0,3,3,0,2,0,0,2,0,2,0,0,0,3
성장,자기개발,평영 배우기,1,4,0,0,3,3,0,2,0,0,2,0,2,0,0,0,3
성장,자기개발,접영 배우기,1,4,0,0,3,3,0,2,0,0,2,0,2,0,0,0,3
성장,자기개발,화 내보기,1,0,2,0,0,1,1,1,0,0,2,0,2,0,0,0,0
성장,자기개발,감정 참지 않기,1,0,2,0,0,1,1,1,0,0,2,0,2,0,0,0,0
성장,자기개발,울기,1,0,2,0,0,1,1,1,0,0,2,0,2,0,0,2,0
성장,자기개발,연극 참여하기,0,3,3,0,4,3,2,3,0,0,2,0,1,0,0,1,0
성장,학습,면접 준비하기,0,2,4,0,0,3,1,3,0,0,2,0,1,0,0,0,0
성장,학습,자료 수집하기,0,0,3,0,0,0,1,3,0,0,0,0,1,0,0,0,0
성장,자기개발,보컬학원 다니기,0,1,1,0,4,1,1,2,0,0,2,0,2,0,0,0,0
성장,학습,인프런 강의 구매,0,0,2,0,3,1,1,1,0,0,2,0,0,6,0,0,0
성장,학습,NCS 공부하기,0,0,4,0,2,1,1,3,0,0,2,0,3,6,0,0,0
성장,학습,문제집 풀기,0,0,3,0,0,0,1,3,0,0,2,0,3,0,0,0,0
성장,학습,수학 공부하기,0,0,4,0,0,0,1,3,0,0,2,0,2,5,0,0,0
성장,학습,과학탐구 공부하기,0,0,4,0,0,0,1,3,0,0,2,0,2,5,0,0,0
성장,학습,사회탐구 공부하기,0,0,4,0,0,0,1,3,0,0,2,0,2,5,0,0,0
성장,학습,국어 공부하기,0,0,4,0,0,0,1,3,0,0,2,0,2,5,0,0,0
성장,학습,윤리와사상 공부하기,0,0,4,0,0,0,1,3,0,0,2,0,2,5,0,0,0
성장,학습,한국사 공부하기,0,0,4,0,0,0,1,3,0,0,2,0,2,5,0,0,0
성장,학습,세계사 공부하기,0,0,4,0,0,0,1,3,0,0,2,0,2,5,0,0,0
성장,학습,물리 공부하기,0,0,4,0,0,0,1,3,0,0,2,0,2,5,0,0,0
성장,학습,한국지리 공부하기,0,0,4,0,0,0,1,3,0,0,2,0,2,5,0,0,0
성장,학습,셰계지리 공부하기,0,0,4,0,0,0,1,3,0,0,2,0,2,5,0,0,0
성장,학습,인터넷 강의 듣기,0,0,4,0,0,0,1,3,0,0,2,0,2,5,0,0,0
성장,학습,학원 가기,0,0,1,0,0,0,1,3,0,0,2,0,2,5,0,0,0
성장,학습,지구과학 공부하기,0,0,4,0,0,0,1,3,0,0,2,0,2,5,0,0,0
성장,학습,생명과학 공부하기,0,0,4,0,0,0,1,3,0,0,2,0,2,5,0,0,0
성장,학습,화학 공부하기,0,0,4,0,0,0,1,3,0,0,2,0,2,5,0,0,0
성장,학습,수행평가 준비하기,0,0,4,0,0,0,1,3,0,0,2,0,2,5,0,0,0
소통,대면,친구와 저녁 먹기,0,1,1,0,2,1,2,3,0,0,0,0,1,0,0,1,1
소통,대면,친구와 점심 먹기,0,1,1,0,2,1,2,3,0,0,0,0,1,0,0,1,1
소통,대면,친구와 식사하기,1,1,1,0,2,1,2,3,0,0,0,0,1,0,0,1,1
소통,대면,직장 동료와 저녁 먹기,0,1,1,0,2,1,2,1,0,0,0,0,1,0,0,4,1
소통,기타,등산 소모임 가입하기,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0
소통,기타,사진 동호회 가입하기,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0
소통,기타,볼링 동호회 가입하기,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0
소통,기타,독서 소모임 가입하기,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0
소통,기타,주변 사람한테 편지쓰기,1,1,2,0,0,2,1,2,0,0,0,2,0,0,0,0,0
소통,대면,부모님께 요리 대접하기,1,2,1,0,0,2,2,3,0,0,0,0,0,4,0,0,1
소통,대면,가족과 고기 먹으러 가기,0,2,0,0,2,1,2,3,0,0,0,0,1,0,0,1,1
소통,대면,가족과 회 먹으러 가기,0,2,0,0,2,1,2,3,0,0,0,0,1,0,0,1,1
소통,대면,가족과 지역축제 가기,1,2,0,0,0,2,2,4,1,0,0,0,0,0,0,1,5
소통,기타,명절 안부 인사 드리기,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
소통,기타,새해 인사 드리기,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
소통,기타,연말 인사 드리기,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
소통,메신저,인스타 스토리 작성하기,0,0,3,0,0,0,0,1,0,0,0,2,2,6,0,0,0
소통,메신저,인스타 피드 남기기,0,0,2,0,0,0,0,1,0,0,0,2,2,6,0,0,0
소통,기타,친구과 인생네컷 찍기,0,1,1,0,1,1,2,1,0,0,0,2,1,4,0,1,0
소통,대면,친구와 술 마시기,0,1,0,0,2,1,2,4,0,1,0,0,1,1,0,1,1
소통,대면,친구와 한강 데이트,0,3,0,0,2,2,2,4,1,0,0,0,0,0,0,1,5
소통,대면,부모님 안마해드리기,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0
소통,대면,부모님에게 사랑한다고 말하기,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0
소통,대면,조카 용돈 주기,0,0,1,0,3,1,1,0,0,0,0,0,0,6,0,2,0
소통,대면,조카 장난감 사주기,0,0,1,0,3,1,1,0,0,0,0,0,0,6,0,2,0
소통,대면,조카랑 자전거 타기,0,3,0,0,0,1,2,3,1,0,0,0,0,6,0,4,0
소통,대면,가족과 보드게임 하기,1,1,1,0,0,1,2,3,0,0,0,1,0,0,0,1,5
소통,대면,가족과 윷놀이 하기,1,1,1,0,0,1,2,3,0,0,0,1,0,0,0,1,5
소통,메신저,유튜브 스트리밍 하기,0,1,2,0,0,0,0,3,0,0,0,2,2,0,0,0,4
소통,메신저,아프리카 방송하기,0,1,2,0,0,1,0,3,0,0,0,2,2,0,0,0,4
소통,메신저,트위치 방송하기,0,1,2,0,0,1,0,3,0,0,0,2,2,0,0,0,4
소통,메신저,팟 캐스트 방송하기,0,1,2,0,0,1,0,3,0,0,0,2,2,0,0,0,4
소통,메신저,스푼라디오 방송하기,0,1,2,0,0,1,0,3,0,0,0,2,2,0,0,0,4
소통,메신저,인스타 라이브하기,1,1,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0
소통,대면,친구와 카페가기,1,2,0,0,2,1,2,3,0,0,0,0,1,0,0,1,5
소통,메신저,카페 활동하기,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0
소통,메신저,카페 등업하기,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0
소통,메신저,카페 관리하기,0,0,1,0,0,1,1,1,0,0,0,1,2,0,0,0,0
소통,대면,이별하기,0,1,4,0,0,2,2,2,0,1,2,0,5,0,0,2,5
소통,대면,보드게임 하기,1,1,3,0,2,1,2,3,0,0,0,1,1,0,0,1,5
소통,메신저,줌으로 만나기,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,5
소통,대면,선물 사기,1,1,3,0,2,2,1,2,0,0,0,2,0,0,0,1,0
소통,대면,선물 하기,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
소통,대면,생일 파티 하기,0,2,2,0,3,2,2,3,0,0,0,0,0,0,0,1,5
소통,대면,용돈 드리기,1,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0
소통,대면,2인용 자전거 같이 타기,0,3,1,0,2,0,2,2,1,2,0,0,0,0,0,0,3
소통,메신저,인스타 좋아요 누르기,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
소통,메신저,재밌는 영상 공유하기,1,0,2,0,0,0,1,0,0,0,0,0,4,0,0,1,0
소통,메신저,틱톡 촬영하기,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
소통,메신저,유튜브 댓글 달기,1,0,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0
소통,메신저,라이브 채팅 참여하기,1,0,1,0,0,0,1,0,0,0,0,2,4,0,0,0,0
소통,대면,영화 시사회 참여하기,0,1,1,0,2,3,2,3,0,0,0,0,0,0,0,1,5
소통,대면,팬미팅 참여하기,0,3,2,0,3,4,2,3,0,0,0,0,0,0,0,1,5
소통,대면,교환일기 하기,0,1,3,0,0,2,2,2,0,0,0,2,2,0,0,1,0
소통,대면,토론하기,0,1,4,0,0,3,2,2,0,0,2,2,1,0,0,0,0
소통,대면,동호회 가입하기,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
소통,대면,동아리 가입하기,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
소통,대면,동아리 운영하기,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
소통,대면,마니또 하기,0,1,2,0,2,1,2,1,0,0,0,0,0,0,0,0,0
소통,대면,진실게임 하기,0,2,3,0,0,1,2,2,0,0,0,1,0,0,0,0,0
소통,대면,술게임 하기,0,2,2,0,0,1,2,2,0,0,1,2,1,0,0,0,0
소통,대면,비판하기,0,0,2,0,0,1,1,1,0,0,2,1,1,0,0,0,0
소통,대면,조별회의 하기,0,1,3,0,0,2,2,2,0,0,0,1,2,0,0,0,0
소통,대면,민속촌 가기,0,2,0,0,1,1,0,3,1,0,0,0,0,0,0,0,2
소통,대면,청첩장 돌리기,0,1,2,0,0,1,1,2,0,0,0,2,5,6,0,0,0
소통,대면,결혼식 가기,0,2,0,0,3,2,2,3,0,0,0,1,0,1,0,0,5
소통,대면,장례식 가기,0,2,0,0,3,2,2,3,0,0,0,1,0,1,0,0,5
소통,대면,돌잔치 가기,0,2,0,0,3,2,2,3,0,0,0,1,0,1,0,0,5
소통,대면,LT 가기,0,3,0,0,2,1,2,4,0,0,0,1,0,0,0,0,5
소통,대면,OT 가기,0,3,0,0,2,1,2,4,0,0,0,1,0,0,0,0,5
소통,대면,체육대회 참가,0,4,0,0,2,1,2,4,0,2,0,0,0,0,0,0,5
여가,창작,블로그 포스팅하기,1,1,2,0,0,2,1,3,0,0,2,2,2,4,0,0,0
여가,여행/탐방/방문,테마파크 방문하기,1,2,0,0,3,2,0,4,1,0,0,1,0,5,0,1,2
여가,감상,공포 영화 보기,0,0,2,0,2,2,0,3,0,1,0,0,2,4,0,3,0
여가,감상,액션 영화 보기,0,0,2,0,2,1,0,3,0,0,0,0,2,4,0,0,0
여가,감상,슬픈 영화 보기,0,0,2,0,2,1,0,3,0,0,0,0,1,4,0,2,0
여가,감상,로맨스 영화 보기,0,0,2,0,2,1,0,3,0,0,0,0,2,4,0,0,0
여가,감상,스릴러 영화 보기,0,0,2,0,2,2,0,3,0,0,0,0,2,4,0,3,0
여가,운동,롤러스케이트 타기,1,3,1,0,2,3,0,3,1,2,2,1,0,5,0,4,3
여가,여행/탐방/방문,식물원/수목원 방문하기,1,2,0,0,2,1,0,3,1,2,2,0,1,0,0,0,2
여가,여행/탐방/방문,찜질방 가기,1,2,0,0,2,1,0,3,0,2,0,0,1,0,0,0,0
여가,기타,햇볕 쬐기,1,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0
여가,감상,야경 감상하기,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0
여가,온라인,콘솔 게임하기,1,0,2,0,2,2,0,3,0,1,0,1,2,6,0,1,0
여가,운동,클라이밍 하기,0,4,2,0,2,4,0,3,1,2,0,2,1,6,0,4,3
여가,기타,바둑 두기,1,1,3,0,0,2,2,2,0,0,2,2,2,0,0,0,0
여가,기타,체스 하기,1,1,3,0,0,2,2,2,0,0,2,2,2,0,0,0,0
여가,기타,레고 조립하기,0,1,2,0,2,2,0,2,0,0,2,2,2,5,0,0,0
여가,기타,로또/복권 사기,0,0,0,0,1,1,1,1,0,0,0,0,2,1,0,0,0
여가,운동,무에타이 하기,0,4,2,0,0,4,0,2,1,2,0,0,2,6,0,4,3
여가,운동,크로스핏 하기,0,4,2,0,0,4,0,2,1,2,0,0,2,6,0,4,3
여가,기타,프라모델 만들기,1,1,2,0,2,2,0,2,0,0,0,2,1,6,0,0,0
여가,창작,그림 그리기,1,1,2,0,2,3,1,2,0,0,0,2,2,0,0,0,4
여가,기타,다큐멘터리 시청하기,1,0,2,0,0,1,0,2,0,0,2,0,2,0,0,0,0
여가,여행/탐방/방문,도서관 가기,1,2,0,0,0,1,0,3,0,0,2,0,2,0,0,0,0
여가,여행/탐방/방문,미술관 가기,1,2,0,0,0,2,0,3,0,0,2,0,1,0,0,0,5
여가,온라인,웹툰 보기,1,1,2,0,0,0,1,1,0,0,0,0,3,0,0,0,0
여가,온라인,팟 캐스트 듣기,1,0,2,0,0,1,0,2,0,0,0,0,3,0,0,0,0
여가,감상,만화책 읽기,1,1,2,0,0,0,1,2,0,0,0,0,3,0,0,0,0
여가,여행/탐방/방문,경주 불국사 가기,0,2,0,0,0,2,0,3,1,2,2,0,0,0,0,1,2
여가,여행/탐방/방문,단양 구인사 가기,0,2,0,0,0,2,0,3,1,2,2,0,0,0,0,1,2
여가,여행/탐방/방문,남이섬 가기,0,2,0,0,0,2,0,4,1,2,2,0,0,0,0,1,2
여가,여행/탐방/방문,목욕탕 가기,1,2,0,0,1,2,0,3,0,0,0,0,1,0,0,0,0
여가,여행/탐방/방문,당일치기 여행가기,1,2,0,0,3,2,0,4,1,0,2,0,0,5,0,1,2
여가,창작,미니어쳐 조립하기,0,1,2,0,3,2,0,2,0,0,0,0,1,6,0,0,0
여가,감상,고전 영화 보기,0,0,2,0,0,2,0,3,0,0,2,0,2,0,0,0,0
여가,여행/탐방/방문,지역축제 가기,1,2,0,0,0,2,0,4,1,0,0,0,0,0,0,1,2
여가,여행/탐방/방문,번지점프 하기,0,2,1,0,3,4,0,2,1,1,0,0,0,6,0,0,5
여가,여행/탐방/방문,짚라인 타기,0,2,1,0,3,3,0,2,1,0,0,0,0,4,0,0,5
여가,기타,혼자 인생네컷 찍기,0,1,1,0,1,2,1,1,0,0,0,2,1,4,0,2,0
여가,여행/탐방/방문,음악회 참석하기,0,0,0,0,3,1,0,3,0,0,2,0,0,0,0,0,5
여가,기타,인생네컷 찍기,1,1,1,0,1,1,0,1,0,0,0,2,1,4,0,0,0
여가,여행/탐방/방문,카약 타기,0,2,0,0,3,1,0,2,1,2,0,0,0,0,0,0,5
여가,여행/탐방/방문,오리배 타기,0,3,0,0,2,1,2,2,1,2,0,0,0,0,0,4,5
여가,운동,스킨 다이빙 하기,0,3,1,0,3,3,1,2,1,0,0,0,0,4,0,0,5
여가,운동,스쿠버 다이빙 하기,0,3,1,0,3,3,1,2,1,0,0,0,0,4,0,0,5
여가,여행/탐방/방문,크리스마스 마켓 방문,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5
여가,여행/탐방/방문,일출 보기,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0
여가,여행/탐방/방문,일몰 보기,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0
여가,여행/탐방/방문,갯벌 체험,0,3,1,0,2,2,2,4,1,2,0,1,0,0,0,0,2
여가,여행/탐방/방문,단풍 보러 가기,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2
여가,여행/탐방/방문,사진전 가기,1,1,0,0,2,0,0,3,0,0,2,0,1,0,0,0,5
여가,여행/탐방/방문,온천 가기,0,1,0,0,3,0,0,3,0,2,0,0,0,0,0,0,5
여가,운동,루지 타기,0,4,2,0,2,1,0,2,1,0,0,0,0,4,0,0,3
여가,운동,패러글라이딩 타기,0,4,1,0,3,3,1,3,1,0,0,0,0,4,0,1,3
여가,운동,스카이다이빙 하기,0,4,2,0,4,4,1,4,1,0,0,0,0,4,0,1,3
여가,운동,프리다이빙 하기,0,4,2,0,3,3,1,3,1,0,0,0,0,4,0,1,3
여가,기타,비누방울 놀이 하기,0,1,0,0,1,0,0,1,0,0,0,0,1,5,0,1,0
여가,기타,슬라임 만지기,0,1,0,0,1,1,1,1,0,0,0,1,3,5,0,1,0
여가,여행/탐방/방문,재즈바 방문,1,1,0,0,2,0,2,3,0,0,0,0,1,6,0,1,0
여가,여행/탐방/방문,오마카세 가기,1,1,0,0,3,0,5,3,0,0,0,0,0,6,0,1,1
여가,여행/탐방/방문,칵테일바 가기,1,1,0,0,2,0,2,3,0,1,0,0,1,6,0,1,0
여가,기타,비 맞기,0,1,0,0,0,0,1,1,2,1,0,0,1,4,0,0,0
여가,기타,눈 밟기,0,1,0,0,0,0,1,1,2,0,0,0,0,0,4,1,0
여가,운동,게이트볼 하기,0,3,0,0,0,1,2,2,1,2,0,1,1,0,0,4,3
여가,기타,제과/제빵 하기,0,2,2,0,3,2,1,3,0,0,0,1,1,0,0,0,0
여가,여행/탐방/방문,바다 낚시 하기,0,2,1,0,3,3,0,4,1,0,0,0,0,7,0,0,5
여가,여행/탐방/방문,민물 낚시 하기,0,2,1,0,2,3,0,4,1,0,0,0,1,7,0,0,5
여가,여행/탐방/방문,워터파크 가기,0,4,1,0,3,2,2,4,0,0,0,0,0,4,0,1,2
여가,여행/탐방/방문,글램핑 가기,0,3,1,0,4,3,2,4,0,0,0,0,0,0,0,1,2
여가,여행/탐방/방문,등산 하기,0,3,1,0,0,1,2,4,1,2,0,0,0,0,0,0,3
여가,기타,먹태깡 먹기,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0
여가,감상,심야영화 보기,1,0,0,0,2,0,0,3,0,0,0,0,1,4,0,1,0
여가,기타,바베큐 파티하기,0,0,0,0,2,1,2,3,0,0,0,0,0,0,0,1,1
여가,기타,홈파티 하기,0,0,0,0,2,1,2,3,0,0,0,0,0,0,0,1,5
여가,여행/탐방/방문,야구 경기 관람하기,0,1,0,0,2,1,2,3,1,0,0,0,1,0,0,1,3
여가,여행/탐방/방문,축구 경기 관람하기,0,1,0,0,2,1,2,3,1,0,0,0,1,0,0,1,3
여가,여행/탐방/방문,농구 경기 관람하기,0,1,0,0,2,1,2,3,1,0,0,0,1,0,0,1,3
여가,여행/탐방/방문,스포츠 경기 관람하기,1,1,0,0,3,1,2,3,1,0,0,0,1,0,0,1,3
여가,기타,치맥 하기,1,0,0,0,2,1,2,3,1,1,0,0,2,1,0,1,1
여가,여행/탐방/방문,한강공원 가기,0,2,0,0,2,0,0,3,1,0,0,0,0,0,0,1,5
여가,기타,큐브 맞추기,0,1,3,0,1,0,1,2,0,0,2,1,1,0,0,0,0
여가,창작,DIY 가구 만들기,0,2,2,0,2,1,1,3,0,0,0,1,0,0,0,0,0
여가,감상,잡지 읽기,1,1,1,0,2,0,1,2,0,0,0,0,1,0,0,0,0
여가,온라인,유튜브 라이브 보기,0,0,0,0,0,0,1,2,0,0,0,0,3,4,0,1,0
여가,온라인,트위치 시청하기,0,0,0,0,0,0,1,2,0,0,0,0,3,4,0,1,0
여가,온라인,아프리카 시청하기,0,0,0,0,0,0,1,2,0,0,0,0,3,4,0,1,0
여가,여행/탐방/방문,해외 여행 가기,0,4,2,0,4,4,0,4,1,0,0,1,0,0,0,1,0
여가,여행/탐방/방문,국내 여행 가기,1,4,2,0,4,3,0,4,1,0,0,1,0,0,0,1,0
여가,여행/탐방/방문,유적지 탐사,1,4,2,0,3,3,0,4,1,0,0,1,0,0,0,1,0
여가,운동,PT 받기,1,4,1,0,4,3,1,2,0,2,0,0,3,1,0,4,0
여가,기타,네일샵 가기,1,1,0,2,3,2,1,2,0,0,0,1,1,4,0,0,0
여가,여행/탐방/방문,도자기 공방 가기,0,2,2,0,3,1,0,3,0,0,0,1,0,0,0,0,0
여가,여행/탐방/방문,양조장 가기,0,1,1,0,2,1,0,3,0,0,0,1,0,0,0,0,0
여가,여행/탐방/방문,꽃구경 하기,1,2,0,0,0,1,1,3,1,0,0,0,1,0,0,1,5
